Epoch,Loss
1,0.6374125656756487
2,0.5083327794616873
3,0.5321404473348097
4,0.46485855227166956
5,0.4819470386613499
6,0.4733793396841396
7,0.4620689018206163
8,0.44058048725128174
9,0.43393118950453674
10,0.46946570954539557
11,0.45053407143462787
12,0.45874213765967975
13,0.4497997313737869
14,0.43914205784147436
15,0.4401858841831034
16,0.4697538289156827
17,0.4469023184342818
18,0.44654217768799176
19,0.42686725611036475
20,0.4641997610980814
21,0.44958576966415753
22,0.4345647530122237
23,0.42516234110702167
24,0.4288421781225638
25,0.4164703827012669
26,0.4421642300757495
27,0.42847503518516367
28,0.42651362310756336
29,0.427051227201115
30,0.4325870790264823
31,0.40470457347956573
32,0.42163768817077985
33,0.4371980360963128
34,0.4126579382202842
35,0.42461666329340503
36,0.43274889615449036
37,0.42269020595333795
38,0.40270800346677954
39,0.4136152131990953
40,0.4162229854952205
41,0.42135739055546845
42,0.4055667925964702
43,0.40451182425022125
44,0.40532849864526227
45,0.3957476439801129
46,0.40688768232410605
47,0.4008397148414092
48,0.39612879942763934
49,0.40754127366976306
50,0.40186143869703467
51,0.4057601189071482
52,0.39860966530713166
53,0.4005599414760416
54,0.3815663009881973
55,0.3989827876741236
56,0.3871394680304961
57,0.3898100500757044
58,0.3948797583580017
59,0.37936938350850885
60,0.40198915113102307
61,0.3993263244628906
62,0.4059387133880095
63,0.38908942450176587
64,0.39419473030350427
65,0.37919140132990753
66,0.3920928754589774
67,0.3740419271317395
68,0.3910208019343289
69,0.39972277121110394
70,0.3857175382700833
71,0.4056536704301834
72,0.4131698716770519
73,0.4008646458387375
74,0.3863597180355679
75,0.37480039217255334
76,0.3972950821573084
77,0.37183110957795923
78,0.38136613910848444
79,0.38523353229869495
80,0.3827493976462971
81,0.3650996061888608
82,0.38802941008047626
83,0.3661029271104119
84,0.37078597193414514
85,0.386385362256657
86,0.3885327631776983
87,0.3864366926930167
88,0.3875196305188266
89,0.37306362796913495
90,0.37664061920209363
91,0.37618193301287567
92,0.37184077501296997
93,0.3653232509439642
94,0.37655010277574713
95,0.3814139867370779
96,0.3859739208763296
97,0.37796451151371
98,0.3710477623072537
99,0.36554124138572
100,0.37181669541380624
101,0.38582250475883484
102,0.37432749704881146
103,0.3804271464998072
104,0.3787596510215239
105,0.36710614507848566
106,0.37988256324421277
107,0.3882944570346312
108,0.3864449520002712
109,0.3724686842073094
110,0.3781986507502469
111,0.3700951175256209
112,0.38684875856746326
113,0.3673131763935089
114,0.3767432021823796
115,0.385611735961654
116,0.3678506030277772
117,0.37378780814734375
118,0.3612054627050053
119,0.36999674141407013
120,0.361294226212935
121,0.3629720211029053
122,0.36011655628681183
123,0.3685412203723734
124,0.36502205512740393
125,0.3742963021451777
126,0.3791187053376978
127,0.3654863942753185
128,0.37279287657954474
129,0.37741826474666595
130,0.37146116251295264
131,0.3702155216173692
132,0.3734264536337419
133,0.3611790517514402
134,0.37343915755098517
135,0.3679645630446347
136,0.3588360737670552
137,0.3658473234285008
100,0.3764832453294234
101,0.37093809924342414
102,0.37113198367032135
103,0.3770519887859171
104,0.3693767095153982
105,0.3720064826987006
106,0.3798139291730794
107,0.3691143664446744
108,0.3765140947970477
109,0.36754243820905685
110,0.36495018140836194
111,0.3836147812279788
112,0.3764375624331561
113,0.3707454333251173
114,0.36503489180044696
115,0.376843506639654
116,0.3855120417746631
117,0.36737344752658496
118,0.3722680780020627
119,0.37357497960329056
120,0.3780899102037603
121,0.374836883761666
122,0.3744256455789913
123,0.38450273871421814
124,0.37240012938326056
